ID,Market_and_Exchange_Names,Report_Date_as_YYYY_MM_DD,YYYY Report Week WW,Contract_Market_Name,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Commodity Name,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,Open_Interest_Old,Open_Interest_Other,Change_in_Open_Interest_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Prod_Merc_Long_Other,Contract_Units,CFTC_SubGroup_Code,COMMODITY_NAME,COMMODITY_SUBGROUP_NAME,COMMODITY_GROUP_NAME
200407080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04-07-20 0:00,2020 Report Week 14,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,019,129","440,916","596,724","154,915","79,651","106,745","7,693","945,199","956,756","1,019,129",0,"3,451","5,284","2,825",100,43.3,58.6,92.7,93.9,100,43.3,58.6,100,0,0,71,59,219,182,71,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200331080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03/31/2020 12:00:00 AM,2020 Report Week 13,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,015,678","426,605","609,558","165,063","76,647","101,351","10,150","939,915","953,931","1,015,678",0,"1,660","-3,569","2,519",100,42,60,92.5,93.9,100,42,60,100,0,0,69,60,212,177,69,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200324080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03/24/2020 12:00:00 AM,2020 Report Week 12,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,014,018","421,369","622,461","165,879","61,392","100,113","9,086","943,484","951,412","1,014,018",0,"-34,945","-30,666","-37,313",100,41.6,61.4,93,93.8,100,41.6,61.4,100,0,0,69,57,216,174,69,57,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200317080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03/17/2020 12:00:00 AM,2020 Report Week 11,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,048,963","415,014","637,695","174,932","60,776","92,661","8,302","974,150","988,725","1,048,963",0,"-78,785","-71,748","-83,119",100,39.6,60.8,92.9,94.3,100,39.6,60.8,100,0,0,72,62,217,172,72,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200310080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03-10-20 0:00,2020 Report Week 10,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,127,748","391,495","670,462","184,439","68,903","71,689","9,834","1,045,898","1,071,844","1,127,748",0,"-14,776","-8,278","-16,729",100,34.7,59.5,92.7,95,100,34.7,59.5,100,0,0,69,60,231,177,69,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200303080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03-03-20 0:00,2020 Report Week 09,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,142,524","344,515","663,350","181,231","78,700","53,742","17,832","1,054,176","1,088,573","1,142,524",0,"-63,570","-55,121","-68,727",100,30.2,58.1,92.3,95.3,100,30.2,58.1,100,0,0,68,60,236,181,68,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200225080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02/25/2020 12:00:00 AM,2020 Report Week 08,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,206,094","340,122","697,940","176,671","82,960","51,921","25,949","1,109,297","1,157,300","1,206,094",0,"-34,978","-21,802","-34,553",100,28.2,57.9,92,96,100,28.2,57.9,100,0,0,68,63,255,194,68,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200218080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02/18/2020 12:00:00 AM,2020 Report Week 07,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,241,072","383,279","710,181","169,178","94,760","50,791","25,884","1,131,099","1,191,853","1,241,072",0,"-10,668","-12,307","-10,145",100,30.9,57.2,91.1,96,100,30.9,57.2,100,0,0,70,67,249,198,70,67,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200211080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02-11-20 0:00,2020 Report Week 06,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,251,740","384,485","692,464","171,359","94,336","53,694","32,310","1,143,406","1,201,998","1,251,740",0,"52,411","48,236","54,113",100,30.7,55.3,91.3,96,100,30.7,55.3,100,0,0,77,69,265,204,77,69,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200204080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02-04-20 0:00,2020 Report Week 05,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,199,329","359,768","651,890","172,535","90,164","50,304","30,970","1,095,170","1,147,885","1,199,329",0,"27,313","15,702","27,219",100,30,54.4,91.3,95.7,100,30,54.4,100,0,0,78,70,263,210,78,70,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200128080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01/28/2020 12:00:00 AM,2020 Report Week 04,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,172,016","352,498","643,215","168,043","83,877","43,875","25,678","1,079,468","1,120,666","1,172,016",0,"50,588","52,763","52,313",100,30.1,54.9,92.1,95.6,100,30.1,54.9,100,0,0,78,68,261,202,78,68,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200121080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01/21/2020 12:00:00 AM,2020 Report Week 03,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,121,428","317,061","595,961","168,159","76,481","45,685","22,051","1,026,705","1,068,353","1,121,428",0,"47,782","46,023","41,756",100,28.3,53.1,91.6,95.3,100,28.3,53.1,100,0,0,72,63,255,194,72,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200114080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01/14/2020 12:00:00 AM,2020 Report Week 02,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,073,646","310,114","570,043","172,162","56,444","43,017","25,048","980,682","1,026,597","1,073,646",0,"82,854","86,336","89,166",100,28.9,53.1,91.3,95.6,100,28.9,53.1,100,0,0,76,69,257,203,76,69,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200107080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01-07-20 0:00,2020 Report Week 01,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"990,792","293,302","497,351","173,710","51,538","38,137","14,589","894,346","937,431","990,792",0,934,"-1,545","1,601",100,29.6,50.2,90.3,94.6,100,29.6,50.2,100,0,0,70,68,225,195,70,68,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191231080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/31/2019 12:00:00 AM,2019 Report Week 52,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"989,858","282,157","500,146","170,625","45,418","42,178","12,559","895,891","935,830","989,858",0,"-5,966","-9,686","-3,790",100,28.5,50.5,90.5,94.5,100,28.5,50.5,100,0,0,66,66,225,198,66,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191224080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/24/2019 12:00:00 AM,2019 Report Week 51,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"995,824","279,427","511,081","174,805","39,694","44,241","10,686","905,577","939,620","995,824",0,"-7,754","-9,309","-11,994",100,28.1,51.3,90.9,94.4,100,28.1,51.3,100,0,0,65,64,227,197,65,64,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191217080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/17/2019 12:00:00 AM,2019 Report Week 50,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,003,578","275,147","502,212","177,932","39,685","45,344","12,014","914,886","951,614","1,003,578",0,"-6,606","-2,992","-4,790",100,27.4,50,91.2,94.8,100,27.4,50,100,0,0,64,63,229,202,64,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191210080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12-10-19 0:00,2019 Report Week 49,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,010,184","285,417","490,991","182,238","32,320","45,099","14,835","917,878","956,404","1,010,184",0,"5,204","-1,806","11,186",100,28.3,48.6,90.9,94.7,100,28.3,48.6,100,0,0,65,61,222,197,65,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191203080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12-03-19 0:00,2019 Report Week 48,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,004,980","307,555","444,879","189,675","26,706","62,143","21,681","919,684","945,218","1,004,980",0,"26,227","21,607","26,031",100,30.6,44.3,91.5,94.1,100,30.6,44.3,100,0,0,64,57,217,191,64,57,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191126080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11/26/2019 12:00:00 AM,2019 Report Week 47,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"978,753","306,500","430,600","196,695","27,523","62,163","6,530","898,077","919,187","978,753",0,"25,890","32,362","33,329",100,31.3,44,91.8,93.9,100,31.3,44,100,0,0,66,55,212,186,66,55,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191119080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11/19/2019 12:00:00 AM,2019 Report Week 46,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"952,863","289,188","398,325","194,408","21,963","59,697","8,789","865,715","885,858","952,863",0,"-16,389","-21,344","-14,521",100,30.3,41.8,90.9,93,100,30.3,41.8,100,0,0,61,57,208,187,61,57,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191112080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11-12-19 0:00,2019 Report Week 45,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"969,252","297,361","355,473","197,872","14,833","64,167","10,900","887,059","900,379","969,252",0,"-8,813","-1,763","-8,833",100,30.7,36.7,91.5,92.9,100,30.7,36.7,100,0,0,66,54,217,184,66,54,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191105080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11-05-19 0:00,2019 Report Week 44,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"978,065","304,977","350,962","206,269","13,637","56,381","12,277","888,822","909,212","978,065",0,"10,296","2,888","9,062",100,31.2,35.9,90.9,93,100,31.2,35.9,100,0,0,64,54,209,183,64,54,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191029080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/29/2019 12:00:00 AM,2019 Report Week 43,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"967,769","312,863","336,369","198,606","11,749","54,913","14,160","885,934","900,150","967,769",0,"36,715","35,583","39,555",100,32.3,34.8,91.5,93,100,32.3,34.8,100,0,0,69,51,212,182,69,51,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191022080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/22/2019 12:00:00 AM,2019 Report Week 42,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"931,054","306,669","328,383","201,698","11,909","52,167","12,392","850,351","860,595","931,054",0,"28,955","29,526","28,431",100,32.9,35.3,91.3,92.4,100,32.9,35.3,100,0,0,68,52,209,184,68,52,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191015080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/15/2019 12:00:00 AM,2019 Report Week 41,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"902,099","292,603","336,183","194,775","14,203","51,207","12,987","820,825","832,164","902,099",0,"23,756","18,072","18,304",100,32.4,37.3,91,92.2,100,32.4,37.3,100,0,0,69,52,215,182,69,52,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191008080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10-08-19 0:00,2019 Report Week 40,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"878,343","281,168","331,513","192,265","13,705","56,937","13,160","802,753","813,860","878,343",0,"-2,131",20,"-3,322",100,32,37.7,91.4,92.7,100,32,37.7,100,0,0,70,52,213,180,70,52,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
191001080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10-01-19 0:00,2019 Report Week 39,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"880,474","258,952","320,158","172,917","16,991","75,120","10,714","802,733","817,182","880,474",0,"-98,530","-88,428","-85,077",100,29.4,36.4,91.2,92.8,100,29.4,36.4,100,0,0,63,48,215,171,63,48,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190924080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09/24/2019 12:00:00 AM,2019 Report Week 38,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"979,004","301,028","334,436","185,065","14,534","76,795","14,522","891,161","902,259","979,004",0,"-6,307","-3,737","-11,137",100,30.7,34.2,91,92.2,100,30.7,34.2,100,0,0,71,56,224,196,71,56,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190917080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09/17/2019 12:00:00 AM,2019 Report Week 37,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"985,311","323,684","330,150","179,468","15,787","70,212","14,038","894,898","913,396","985,311",0,"-79,605","-81,404","-72,715",100,32.9,33.5,90.8,92.7,100,32.9,33.5,100,0,0,71,63,223,202,71,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190910080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09-10-19 0:00,2019 Report Week 36,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,064,916","352,562","376,090","169,243","13,602","85,135","17,882","976,302","986,111","1,064,916",0,"-23,484","-25,728","-29,482",100,33.1,35.3,91.7,92.6,100,33.1,35.3,100,0,0,70,58,222,212,70,58,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190903080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09-03-19 0:00,2019 Report Week 35,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,088,400","345,325","397,348","171,998","14,071","83,738","18,693","1,002,030","1,015,593","1,088,400",0,"13,195","10,097","14,160",100,31.7,36.5,92.1,93.3,100,31.7,36.5,100,0,0,69,59,230,211,69,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190827080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08/27/2019 12:00:00 AM,2019 Report Week 34,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,075,205","343,524","406,689","174,844","13,870","77,243","17,598","991,933","1,001,433","1,075,205",0,"29,618","28,730","29,102",100,31.9,37.8,92.3,93.1,100,31.9,37.8,100,0,0,69,59,223,203,69,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190820080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08/20/2019 12:00:00 AM,2019 Report Week 33,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,045,587","323,900","400,557","171,518","13,842","74,649","14,427","963,203","972,331","1,045,587",0,"-1,961",252,"-3,347",100,31,38.3,92.1,93,100,31,38.3,100,0,0,68,58,219,191,68,58,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190813080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08/13/2019 12:00:00 AM,2019 Report Week 32,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,047,548","322,666","408,877","170,987","15,775","79,009","11,866","962,951","975,678","1,047,548",0,"61,861","55,321","59,278",100,30.8,39,91.9,93.1,100,30.8,39,100,0,0,68,59,216,189,68,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190806080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08-06-19 0:00,2019 Report Week 31,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"985,687","287,526","377,865","172,264","15,808","73,784","11,731","907,630","916,400","985,687",0,"36,060","39,779","36,558",100,29.2,38.3,92.1,93,100,29.2,38.3,100,0,0,63,57,209,183,63,57,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190730080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07/30/2019 12:00:00 AM,2019 Report Week 30,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"949,627","277,193","370,447","170,988","21,496","70,009","10,279","867,851","879,842","949,627",0,"2,337",955,"7,203",100,29.2,39,91.4,92.7,100,29.2,39,100,0,0,63,59,202,181,63,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190723080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07/23/2019 12:00:00 AM,2019 Report Week 29,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"947,290","284,464","358,866","174,618","18,252","67,939","13,591","866,896","872,639","947,290",0,"55,417","55,198","53,658",100,30,37.9,91.5,92.1,100,30,37.9,100,0,0,65,59,208,193,65,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190716080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07/16/2019 12:00:00 AM,2019 Report Week 28,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"891,873","259,025","395,237","169,788","21,705","59,467","13,395","811,698","818,981","891,873",0,"23,691","15,440","18,241",100,29,44.3,91,91.8,100,29,44.3,100,0,0,58,59,194,188,58,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190709080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07-09-19 0:00,2019 Report Week 27,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"868,182","248,692","406,023","162,204","22,888","55,639","11,778","796,258","800,740","868,182",0,"16,640","15,751","13,114",100,28.6,46.8,91.7,92.2,100,28.6,46.8,100,0,0,60,63,198,180,60,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190702080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07-02-19 0:00,2019 Report Week 26,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"851,542","246,743","406,930","166,025","21,590","52,512","11,755","780,507","787,626","851,542",0,"-36,717","-37,828","-40,154",100,29,47.8,91.7,92.5,100,29,47.8,100,0,0,61,63,195,179,61,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190625080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06/25/2019 12:00:00 AM,2019 Report Week 25,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"888,259","314,719","474,507","169,084","16,384","48,258","12,930","818,335","827,780","888,259",0,"-48,559","-43,838","-42,761",100,35.4,53.4,92.1,93.2,100,35.4,53.4,100,0,0,64,65,194,181,64,65,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190618080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06/18/2019 12:00:00 AM,2019 Report Week 24,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"936,818","351,527","486,251","172,153","22,540","45,040","12,895","862,173","870,541","936,818",0,"-56,460","-52,124","-58,606",100,37.5,51.9,92,92.9,100,37.5,51.9,100,0,0,70,63,198,177,70,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190611080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06-11-19 0:00,2019 Report Week 23,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"993,278","364,100","456,719","173,133","18,976","51,858","14,461","914,297","929,147","993,278",0,"-32,707","-26,167","-28,857",100,36.7,46,92,93.5,100,36.7,46,100,0,0,72,66,213,193,72,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190604080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06-04-19 0:00,2019 Report Week 22,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,025,985","356,984","422,623","166,819","17,651","64,027","15,656","940,464","958,004","1,025,985",0,"-13,491","-7,309",-254,100,34.8,41.2,91.7,93.4,100,34.8,41.2,100,0,0,71,65,221,200,71,65,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190528080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05/28/2019 12:00:00 AM,2019 Report Week 21,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,039,476","343,791","385,030","162,995","15,823","71,974","14,566","947,773","958,258","1,039,476",0,"8,872","2,209","8,463",100,33.1,37,91.2,92.2,100,33.1,37,100,0,0,73,60,214,190,73,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190521080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05/21/2019 12:00:00 AM,2019 Report Week 20,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,030,604","346,250","385,479","164,774","15,920","64,692","14,569","945,564","949,795","1,030,604",0,"24,460","19,081","23,832",100,33.6,37.4,91.7,92.2,100,33.6,37.4,100,0,0,73,63,206,191,73,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190514080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05/14/2019 12:00:00 AM,2019 Report Week 19,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,006,144","321,887","392,384","168,037","18,170","68,042","11,360","926,483","925,963","1,006,144",0,"45,605","44,619","43,185",100,32,39,92.1,92,100,32,39,100,0,0,73,61,216,192,73,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190507080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05-07-19 0:00,2019 Report Week 18,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"960,539","303,650","407,684","170,528","18,645","63,576","10,226","881,864","882,778","960,539",0,"95,477","94,124","80,167",100,31.6,42.4,91.8,91.9,100,31.6,42.4,100,0,0,68,61,208,182,68,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190430080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04/30/2019 12:00:00 AM,2019 Report Week 17,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"865,062","243,780","410,994","175,811","21,052","63,931","14,597","787,740","802,611","865,062",0,"-15,871","-9,485","-17,108",100,28.2,47.5,91.1,92.8,100,28.2,47.5,100,0,0,65,57,202,173,65,57,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190423080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04/23/2019 12:00:00 AM,2019 Report Week 16,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"880,933","253,003","441,881","178,085","26,764","59,175","15,141","797,225","819,719","880,933",0,"-6,265","-5,723",-192,100,28.7,50.2,90.5,93.1,100,28.7,50.2,100,0,0,63,60,202,179,63,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190416080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04/16/2019 12:00:00 AM,2019 Report Week 15,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"887,198","270,810","438,623","178,900","26,365","55,060","13,399","802,948","819,911","887,198",0,"-28,288","-26,707","-28,005",100,30.5,49.4,90.5,92.4,100,30.5,49.4,100,0,0,63,58,198,175,63,58,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190409080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04-09-19 0:00,2019 Report Week 14,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"915,486","281,949","430,468","180,272","33,986","46,261","16,062","829,655","847,916","915,486",0,"4,359","2,430","7,664",100,30.8,47,90.6,92.6,100,30.8,47,100,0,0,71,64,210,187,71,64,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
